id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
1981,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,24,,Soprattutto altri membri della famiglia,Nessuno di questi,2-3 volte a settimana,Più raramente,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Molto aumentato,Un po’ diminuito,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,20-24,Nessuno di questi
1984,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,58,,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,Mai,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
1987,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,65,,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Mai,Mai,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salubristi
1989,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,26,,Principalmente io e occasionalmente altri,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,25-34,Localivori
1990,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,67,,Soprattutto io,Nessuno di questi,Più raramente,Più raramente,Mai,Più raramente,Mai,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi
1991,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,60,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Più raramente,Mai,Mai,1 volta a settimana,Tutti i giorni o quasi,Mai,2-3 volte al mese,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,Uguale,55-64,Sregolati
1992,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,40,,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,Mai,2-3 volte al mese,2-3 volte a settimana,Più raramente,Mai,2-3 volte a settimana,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,35-44,Sregolati
1997,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,70,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,Mai,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
1998,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,68,,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,Più raramente,Mai,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Eticisti
2000,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,58,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Esterofili
2002,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,40,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,Essenzialisti
2004,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,61,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Essenzialisti
2005,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,70,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,Più raramente,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
2006,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Maschio,22,,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Esterofili
2007,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,63,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,1 volta al mese,2-3 volte a settimana,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Sregolati
2009,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,69,,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Mai,Mai,1 volta al mese,1 volta al mese,Mai,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salubristi
2012,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)","Altro, non vuole indicare",67,,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,Mai,Mai,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
2013,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,70,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,Mai,2-3 volte al mese,1 volta a settimana,Mai,Mai,2-3 volte al mese,Un po’ aumentato,Molto diminuito,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Molto diminuito,Un po’ aumentato,65-70,Sregolati
2014,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,34,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,1 volta al mese,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,25-34,Industriariani
2015,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,61,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,Più raramente,1 volta al mese,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,1 volta al mese,Un po’ diminuito,Molto diminuito,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,55-64,Salutisti
2017,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,57,,Solo io,Nessuno di questi,4-5 volte all’anno,Più raramente,1 volta al mese,1 volta al mese,1 volta al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
2018,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,24,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,20-24,Territorialisti
2019,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,36,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,4-5 volte all’anno,2-3 volte al mese,Tutti i giorni o quasi,2-3 volte a settimana,Più raramente,Più raramente,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,Uguale,Un po’ diminuito,Uguale,Molto diminuito,35-44,Ristoriani
2021,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,46,,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,Mai,4-5 volte all’anno,1 volta al mese,1 volta al mese,Mai,Più raramente,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,45-54,Sregolati
2022,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Maschio,25,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,25-34,Esterofili
2025,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,28,,Solo io,Nessuno di questi,Più raramente,Mai,Mai,Tutti i giorni o quasi,2-3 volte a settimana,Mai,2-3 volte a settimana,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Un po’ aumentato,Molto diminuito,Uguale,25-34,Nessuno di questi
2028,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,23,,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",Mai,Mai,Mai,2-3 volte al mese,Mai,Mai,Mai,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,20-24,Edonisti
2029,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,52,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti
2030,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,23,,Principalmente io e occasionalmente altri,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",2-3 volte al mese,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,1 volta a settimana,1 volta al mese,1 volta a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,20-24,Salubristi
2031,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,64,,Soprattutto io,Nessuno di questi,1 volta a settimana,Mai,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,55-64,Nessuno di questi
2032,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Maschio,22,,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ diminuito,20-24,Edonisti
2035,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,27,,Soprattutto io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta al mese,1 volta al mese,1 volta al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,25-34,Essenzialisti
2037,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Maschio,46,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte a settimana,4-5 volte all’anno,Più raramente,2-3 volte a settimana,Un po’ diminuito,Uguale,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Un po’ diminuito,Un po’ aumentato,45-54,Ristoriani
2038,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Femmina,63,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,Mai,1 volta al mese,1 volta al mese,1 volta al mese,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,55-64,Industriariani
2039,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,33,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Salutisti
2040,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,35,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,35-44,Ristoriani
2041,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Maschio,24,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,20-24,Ristoriani
2042,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,63,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Mai,Mai,Tutti i giorni o quasi,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Molto diminuito,Un po’ aumentato,55-64,Ristoriani
2044,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,40,,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,4-5 volte all’anno,4-5 volte all’anno,Mai,Mai,4-5 volte all’anno,4-5 volte all’anno,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,Salutisti
2046,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,26,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,25-34,Esterofili
2047,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,59,,Io e qualcun altro in egual misura,Nessuno di questi,Più raramente,Più raramente,1 volta al mese,1 volta al mese,Tutti i giorni o quasi,1 volta al mese,Mai,Molto aumentato,Molto aumentato,Molto aumentato,Un po’ diminuito,Molto aumentato,Un po’ diminuito,Un po’ diminuito,55-64,Nessuno di questi
2048,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,60,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,Mai,1 volta al mese,1 volta a settimana,1 volta al mese,Mai,1 volta al mese,Uguale,Uguale,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Molto diminuito,55-64,Territorialisti
2049,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,68,,Solo io,Nessuno di questi,1 volta al mese,Mai,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Più raramente,1 volta al mese,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,65-70,Nessuno di questi
2050,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,23,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,20-24,Salutisti
2051,USA,"East South Central (Alabama, Kentucky, Mississippi, and Tennessee)",Femmina,45,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Industriariani
2055,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,35,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,35-44,Ristoriani
2056,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,29,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Ristoriani
2057,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,56,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Mai,Mai,Mai,Tutti i giorni o quasi,Mai,Mai,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto aumentato,Molto diminuito,Molto diminuito,55-64,Salutisti
2059,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,23,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta al mese,2-3 volte a settimana,1 volta al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Un po’ aumentato,Uguale,Molto aumentato,Uguale,Molto aumentato,Un po’ diminuito,20-24,Salutisti
2060,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,70,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,4-5 volte all’anno,1 volta al mese,1 volta al mese,Mai,2-3 volte al mese,Più raramente,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Molto diminuito,Uguale,Un po’ diminuito,65-70,Salutisti
2061,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,64,,Soprattutto altri membri della famiglia,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Mai,Mai,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Mai,Molto diminuito,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Molto diminuito,55-64,Salutisti
2062,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Femmina,21,,Solo altri membri della famiglia,Nessuno di questi,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Nessuno di questi
2067,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,34,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Molto aumentato,Molto aumentato,Uguale,Molto aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,25-34,Salutisti
2069,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Maschio,24,,Solo altri membri della famiglia,Nessuno di questi,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,20-24,Nessuno di questi
2070,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,44,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,35-44,Industriariani
2071,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,36,,Solo altri membri della famiglia,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Più raramente,Mai,2-3 volte al mese,1 volta al mese,Tutti i giorni o quasi,Più raramente,Uguale,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,Molto aumentato,Molto diminuito,35-44,Salutisti
2072,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,53,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,Mai,4-5 volte all’anno,1 volta al mese,Mai,Più raramente,4-5 volte all’anno,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti
2074,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,25,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,25-34,Industriariani
2075,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,33,,Solo io,ESTETIZZANTI: Amano consumare portate appariscenti da condividere con la loro cerchia e sui social. Utilizzano il cibo p,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,25-34,Estetizzanti
